transaction_id,amount,failure_reason,payment_method,bank,retry_count,risk_score,recovery_probability,expected_recovery_value,recoverable,automatically_actionable,action,decision_reason,actual_recovered,successful_recovery,recovered_amount
test_1126,1215.94,card_blocked,card,SBI,0,0.106,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1127,1940.07,network_error,card,ICICI,0,0.147,0.749,1453.07,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_1128,4816.1,insufficient_funds,upi,ICICI,2,0.286,0.1991,958.77,True,False,stop,Maximum retry count reached,True,False,0.0
test_1129,6577.07,account_closed,netbanking,HDFC,2,0.13,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1130,980.01,insufficient_funds,card,KOTAK,1,0.506,0.284,278.33,True,False,escalate,Action satisfies recovery policy,False,False,0.0
test_1131,1526.29,card_blocked,upi,KOTAK,0,0.048,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1132,4178.17,bank_timeout,card,ICICI,2,0.242,0.3536,1477.43,True,False,stop,Maximum retry count reached,False,False,0.0
test_1133,23553.15,account_closed,card,HDFC,0,0.329,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1134,2450.77,gateway_timeout,netbanking,SBI,0,0.245,0.757,1855.19,True,True,retry,Action satisfies recovery policy,True,True,2450.77
test_1135,1956.46,account_closed,wallet,HDFC,0,0.058,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1136,662.06,account_closed,card,HDFC,0,0.266,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1137,1755.2,invalid_card,card,KOTAK,1,0.08,0.2515,441.5,True,False,escalate,Action satisfies recovery policy,False,False,0.0
test_1138,1523.76,temporary_bank_failure,upi,AXIS,2,0.196,0.4097,624.21,True,False,stop,Maximum retry count reached,False,False,0.0
test_1139,2199.11,bank_timeout,card,ICICI,0,0.408,0.5449,1198.28,True,True,retry,Action satisfies recovery policy,True,True,2199.11
test_1140,1498.61,gateway_timeout,card,AXIS,0,0.514,0.6162,923.48,True,True,retry,Action satisfies recovery policy,True,True,1498.61
test_1141,561.11,gateway_timeout,upi,AXIS,0,0.309,0.7245,406.55,True,True,retry,Action satisfies recovery policy,True,True,561.11
test_1142,3208.92,insufficient_funds,card,AXIS,2,0.159,0.2393,768.05,True,False,stop,Maximum retry count reached,False,False,0.0
test_1143,6521.01,invalid_card,upi,KOTAK,1,0.338,0.2591,1689.37,True,False,escalate,Action satisfies recovery policy,False,False,0.0
test_1144,5971.43,expired_card,upi,AXIS,0,0.177,0.4941,2950.67,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_1145,1801.51,invalid_card,card,KOTAK,1,0.215,0.2119,381.74,True,False,escalate,Action satisfies recovery policy,False,False,0.0
test_1146,723.73,card_blocked,netbanking,ICICI,1,0.211,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1147,1812.91,insufficient_funds,card,ICICI,0,0.126,0.5413,981.25,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_1148,1263.77,temporary_bank_failure,upi,SBI,0,0.245,0.6928,875.49,True,True,retry,Action satisfies recovery policy,True,True,1263.77
test_1149,1188.65,expired_card,card,HDFC,2,0.136,0.1477,175.6,True,False,stop,Maximum retry count reached,False,False,0.0
test_1150,974.46,temporary_bank_failure,netbanking,AXIS,2,0.388,0.3752,365.58,True,False,stop,Maximum retry count reached,True,False,0.0
test_1151,1188.85,bank_timeout,upi,ICICI,2,0.094,0.4335,515.35,True,False,stop,Maximum retry count reached,False,False,0.0
test_1152,3802.75,invalid_card,upi,ICICI,2,0.364,0.1672,635.71,True,False,stop,Maximum retry count reached,True,False,0.0
test_1153,2192.57,bank_timeout,upi,ICICI,2,0.087,0.4399,964.53,True,False,stop,Maximum retry count reached,True,False,0.0
test_1154,481.25,account_closed,upi,SBI,1,0.298,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1155,594.69,insufficient_funds,card,HDFC,1,0.257,0.3499,208.1,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_1156,6575.08,temporary_bank_failure,card,AXIS,1,0.137,0.5673,3730.0,True,False,request_approval,High-value transaction requires merchant approval,False,False,0.0
test_1157,1562.88,card_blocked,wallet,KOTAK,2,0.213,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1158,715.34,account_closed,card,SBI,0,0.165,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1159,1120.34,bank_timeout,upi,ICICI,0,0.081,0.725,812.26,True,True,retry,Action satisfies recovery policy,True,True,1120.34
test_1160,889.54,insufficient_funds,upi,ICICI,1,0.368,0.3039,270.32,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_1161,1194.23,insufficient_funds,card,ICICI,0,0.201,0.5234,625.1,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_1162,2613.62,bank_timeout,upi,SBI,0,0.39,0.6365,1663.65,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_1163,1581.28,account_closed,card,AXIS,2,0.675,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1164,1646.73,network_error,card,HDFC,1,0.326,0.5617,924.89,True,True,retry,Action satisfies recovery policy,True,True,1646.73
test_1165,4036.91,temporary_bank_failure,card,AXIS,1,0.143,0.4909,1981.82,True,True,retry,Action satisfies recovery policy,True,True,4036.91
test_1166,2231.61,insufficient_funds,card,SBI,1,0.076,0.4029,899.1,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_1167,1055.05,temporary_bank_failure,card,ICICI,1,0.074,0.6458,681.38,True,True,retry,Action satisfies recovery policy,True,True,1055.05
test_1168,2657.42,temporary_bank_failure,upi,KOTAK,2,0.132,0.2941,781.68,True,False,stop,Maximum retry count reached,True,False,0.0
test_1169,2019.14,gateway_timeout,card,ICICI,0,0.252,0.6966,1406.61,True,True,retry,Action satisfies recovery policy,True,True,2019.14
test_1170,3789.28,insufficient_funds,upi,SBI,2,0.364,0.1595,604.27,True,False,stop,Maximum retry count reached,True,False,0.0
test_1171,6431.61,network_error,upi,KOTAK,2,0.266,0.3879,2494.96,True,False,stop,Maximum retry count reached,False,False,0.0
test_1172,4524.88,insufficient_funds,card,AXIS,1,0.161,0.3532,1598.35,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_1173,3242.4,network_error,upi,KOTAK,2,0.214,0.2695,873.83,True,False,stop,Maximum retry count reached,False,False,0.0
test_1174,5217.96,bank_timeout,netbanking,ICICI,0,0.067,0.7268,3792.17,True,False,request_approval,High-value transaction requires merchant approval,False,False,0.0
test_1175,1707.93,invalid_card,card,KOTAK,2,0.321,0.2171,370.85,True,False,stop,Maximum retry count reached,False,False,0.0
test_1176,2614.15,insufficient_funds,card,AXIS,1,0.235,0.3399,888.61,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_1177,3462.31,gateway_timeout,card,SBI,0,0.252,0.7016,2429.03,True,True,retry,Action satisfies recovery policy,True,True,3462.31
test_1178,4225.96,network_error,upi,KOTAK,1,0.315,0.5274,2228.78,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_1179,375.49,insufficient_funds,upi,HDFC,2,0.502,0.1633,61.31,True,False,stop,Maximum retry count reached,False,False,0.0
test_1180,1693.52,bank_timeout,card,KOTAK,2,0.069,0.4671,791.08,True,False,stop,Maximum retry count reached,True,False,0.0
test_1181,1343.58,expired_card,card,ICICI,0,0.113,0.5885,790.7,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_1182,12488.95,insufficient_funds,card,HDFC,0,0.288,0.4546,5677.66,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_1183,1223.08,expired_card,card,AXIS,1,0.319,0.2359,288.51,True,False,escalate,Action satisfies recovery policy,True,False,0.0
test_1184,1597.63,insufficient_funds,card,KOTAK,2,0.236,0.203,324.25,True,False,stop,Maximum retry count reached,False,False,0.0
test_1185,1948.58,gateway_timeout,card,SBI,2,0.153,0.4719,919.57,True,False,stop,Maximum retry count reached,False,False,0.0
test_1186,720.9,insufficient_funds,card,SBI,0,0.432,0.458,330.18,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_1187,2356.81,gateway_timeout,card,ICICI,1,0.183,0.6211,1463.77,True,True,retry,Action satisfies recovery policy,True,True,2356.81
test_1188,884.6,expired_card,card,SBI,1,0.18,0.3688,326.22,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_1189,2277.27,invalid_card,card,KOTAK,0,0.019,0.4756,1083.09,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_1190,764.85,expired_card,upi,SBI,1,0.305,0.3498,267.53,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_1191,2871.64,insufficient_funds,wallet,SBI,2,0.152,0.2175,624.69,True,False,stop,Maximum retry count reached,False,False,0.0
test_1192,755.08,bank_timeout,card,ICICI,2,0.068,0.4777,360.71,True,False,stop,Maximum retry count reached,True,False,0.0
test_1193,684.06,expired_card,card,KOTAK,0,0.124,0.4306,294.54,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_1194,7439.44,temporary_bank_failure,wallet,ICICI,2,0.165,0.4182,3111.13,True,False,stop,Maximum retry count reached,False,False,0.0
test_1195,1992.45,insufficient_funds,upi,KOTAK,1,0.347,0.2788,555.54,True,False,escalate,Action satisfies recovery policy,False,False,0.0
test_1196,2095.86,network_error,netbanking,ICICI,0,0.35,0.6966,1459.91,True,True,retry,Action satisfies recovery policy,True,True,2095.86
test_1197,2405.58,account_closed,upi,HDFC,2,0.383,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1198,1193.4,temporary_bank_failure,card,KOTAK,2,0.122,0.4851,578.94,True,False,stop,Maximum retry count reached,False,False,0.0
test_1199,4487.55,card_blocked,upi,ICICI,0,0.202,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1200,1394.73,expired_card,upi,SBI,1,0.155,0.3992,556.73,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_1201,1864.0,invalid_card,upi,AXIS,0,0.289,0.3225,601.2,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_1202,3162.32,expired_card,upi,KOTAK,1,0.316,0.3133,990.7,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_1203,2353.07,account_closed,card,KOTAK,1,0.284,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1204,1171.11,card_blocked,wallet,HDFC,0,0.292,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1205,8225.77,insufficient_funds,card,AXIS,2,0.151,0.2113,1738.38,True,False,stop,Maximum retry count reached,False,False,0.0
test_1206,1158.77,card_blocked,upi,AXIS,1,0.183,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1207,1048.7,gateway_timeout,netbanking,KOTAK,0,0.136,0.6709,703.55,True,True,retry,Action satisfies recovery policy,True,True,1048.7
test_1208,754.8,insufficient_funds,upi,AXIS,2,0.303,0.149,112.46,True,False,stop,Maximum retry count reached,False,False,0.0
test_1209,3647.1,expired_card,netbanking,SBI,2,0.37,0.2297,837.8,True,False,stop,Maximum retry count reached,False,False,0.0
test_1210,593.86,gateway_timeout,upi,HDFC,0,0.213,0.7275,432.06,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_1211,1835.44,network_error,upi,HDFC,0,0.475,0.4812,883.3,True,True,retry,Action satisfies recovery policy,True,True,1835.44
test_1212,2272.93,card_blocked,card,AXIS,0,0.219,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1213,3250.63,invalid_card,card,KOTAK,2,0.079,0.2702,878.36,True,False,stop,Maximum retry count reached,True,False,0.0
test_1214,2688.02,account_closed,card,SBI,0,0.118,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1215,1078.34,card_blocked,wallet,SBI,0,0.114,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1216,3370.34,expired_card,netbanking,AXIS,2,0.127,0.2592,873.6,True,False,stop,Maximum retry count reached,True,False,0.0
test_1217,1616.49,card_blocked,wallet,HDFC,0,0.064,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1218,2913.39,expired_card,upi,KOTAK,2,0.039,0.2756,802.94,True,False,stop,Maximum retry count reached,False,False,0.0
test_1219,1381.67,insufficient_funds,card,AXIS,0,0.234,0.3487,481.83,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_1220,583.99,gateway_timeout,upi,SBI,2,0.289,0.4731,276.29,True,False,stop,Maximum retry count reached,True,False,0.0
test_1221,3507.34,temporary_bank_failure,upi,AXIS,2,0.128,0.377,1322.16,True,False,stop,Maximum retry count reached,False,False,0.0
test_1222,10320.39,network_error,card,AXIS,2,0.196,0.4133,4264.99,True,False,stop,Maximum retry count reached,True,False,0.0
test_1223,1076.01,network_error,upi,KOTAK,1,0.154,0.413,444.35,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_1224,1691.09,account_closed,card,HDFC,1,0.327,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1225,971.32,temporary_bank_failure,netbanking,ICICI,1,0.312,0.5591,543.07,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_1226,2221.3,temporary_bank_failure,card,SBI,2,0.142,0.4362,968.99,True,False,stop,Maximum retry count reached,True,False,0.0
test_1227,1541.54,temporary_bank_failure,upi,ICICI,2,0.239,0.4172,643.17,True,False,stop,Maximum retry count reached,False,False,0.0
test_1228,3340.12,network_error,card,HDFC,1,0.056,0.5076,1695.6,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_1229,1787.1,account_closed,upi,KOTAK,2,0.228,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1230,1590.57,account_closed,upi,SBI,2,0.369,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1231,1196.92,card_blocked,card,ICICI,0,0.069,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1232,1855.64,bank_timeout,upi,KOTAK,1,0.49,0.32,593.89,True,True,retry,Action satisfies recovery policy,True,True,1855.64
test_1233,1446.35,card_blocked,card,HDFC,0,0.124,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1234,1596.74,insufficient_funds,card,AXIS,2,0.08,0.1596,254.89,True,False,stop,Maximum retry count reached,False,False,0.0
test_1235,839.88,bank_timeout,netbanking,KOTAK,2,0.115,0.3138,263.57,True,False,stop,Maximum retry count reached,False,False,0.0
test_1236,7183.12,temporary_bank_failure,card,AXIS,0,0.054,0.7064,5073.9,True,False,request_approval,High-value transaction requires merchant approval,True,False,0.0
test_1237,2022.83,invalid_card,card,AXIS,0,0.266,0.4172,843.96,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_1238,2171.57,insufficient_funds,card,ICICI,1,0.341,0.3361,729.81,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_1239,1682.66,bank_timeout,netbanking,SBI,2,0.547,0.31,521.7,True,False,stop,Maximum retry count reached,True,False,0.0
test_1240,2095.63,account_closed,upi,SBI,2,0.267,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1241,2705.34,bank_timeout,card,ICICI,0,0.209,0.6475,1751.76,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_1242,1762.09,insufficient_funds,upi,ICICI,2,0.253,0.1248,219.85,True,False,stop,Maximum retry count reached,False,False,0.0
test_1243,2965.68,account_closed,card,KOTAK,0,0.235,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1244,1871.5,expired_card,netbanking,AXIS,0,0.124,0.5553,1039.2,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_1245,1154.28,expired_card,netbanking,AXIS,1,0.077,0.3214,370.97,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_1246,3161.88,bank_timeout,upi,SBI,2,0.088,0.2915,921.71,True,False,stop,Maximum retry count reached,False,False,0.0
test_1247,958.02,insufficient_funds,card,KOTAK,0,0.047,0.5154,493.76,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_1248,824.16,invalid_card,upi,ICICI,2,0.127,0.1415,116.62,True,False,stop,Maximum retry count reached,False,False,0.0
test_1249,636.5,temporary_bank_failure,upi,HDFC,0,0.369,0.6554,417.16,True,True,retry,Action satisfies recovery policy,True,True,636.5
test_1250,1685.0,invalid_card,card,SBI,0,0.214,0.52,876.25,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_1251,353.75,card_blocked,upi,KOTAK,0,0.546,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1252,1258.84,gateway_timeout,netbanking,KOTAK,2,0.118,0.5312,668.71,True,False,stop,Maximum retry count reached,False,False,0.0
test_1253,2307.43,network_error,card,AXIS,1,0.187,0.596,1375.14,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_1254,1061.98,expired_card,card,ICICI,2,0.352,0.1756,186.51,True,False,stop,Maximum retry count reached,False,False,0.0
test_1255,948.41,bank_timeout,card,SBI,1,0.119,0.513,486.55,True,True,retry,Action satisfies recovery policy,True,True,948.41
test_1256,588.62,gateway_timeout,upi,KOTAK,2,0.206,0.4301,253.14,True,False,stop,Maximum retry count reached,True,False,0.0
test_1257,3564.72,bank_timeout,card,KOTAK,1,0.062,0.6141,2189.03,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_1258,5263.89,card_blocked,card,SBI,0,0.077,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1259,2072.78,expired_card,upi,SBI,1,0.1,0.275,570.01,True,False,escalate,Action satisfies recovery policy,False,False,0.0
test_1260,8807.36,gateway_timeout,card,AXIS,2,0.066,0.5194,4574.29,True,False,stop,Maximum retry count reached,False,False,0.0
test_1261,4696.84,account_closed,upi,ICICI,0,0.095,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1262,4954.19,account_closed,netbanking,HDFC,0,0.331,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1263,1969.16,gateway_timeout,card,ICICI,2,0.14,0.5496,1082.24,True,False,stop,Maximum retry count reached,False,False,0.0
test_1264,1779.21,bank_timeout,card,KOTAK,0,0.296,0.6951,1236.73,True,True,retry,Action satisfies recovery policy,True,True,1779.21
test_1265,1688.39,gateway_timeout,wallet,KOTAK,1,0.074,0.5888,994.2,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_1266,4417.96,gateway_timeout,card,ICICI,0,0.094,0.7969,3520.87,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_1267,1084.12,network_error,upi,ICICI,0,0.129,0.6399,693.7,True,True,retry,Action satisfies recovery policy,True,True,1084.12
test_1268,843.39,card_blocked,wallet,AXIS,2,0.153,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1269,3628.85,invalid_card,upi,KOTAK,2,0.094,0.1493,541.64,True,False,stop,Maximum retry count reached,False,False,0.0
test_1270,950.17,card_blocked,upi,ICICI,0,0.224,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1271,2336.43,invalid_card,netbanking,ICICI,2,0.384,0.1641,383.48,True,False,stop,Maximum retry count reached,False,False,0.0
test_1272,2474.23,temporary_bank_failure,card,SBI,0,0.332,0.6938,1716.63,True,True,retry,Action satisfies recovery policy,True,True,2474.23
test_1273,2328.79,temporary_bank_failure,upi,ICICI,0,0.29,0.5399,1257.24,True,True,retry,Action satisfies recovery policy,True,True,2328.79
test_1274,2948.64,expired_card,card,ICICI,2,0.148,0.2847,839.62,True,False,stop,Maximum retry count reached,False,False,0.0
test_1275,2499.3,temporary_bank_failure,netbanking,HDFC,1,0.585,0.3763,940.59,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_1276,1297.96,card_blocked,card,AXIS,0,0.146,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1277,2977.73,bank_timeout,card,AXIS,0,0.13,0.6938,2065.9,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_1278,330.08,insufficient_funds,wallet,AXIS,0,0.206,0.3678,121.39,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_1279,2905.3,account_closed,card,HDFC,1,0.048,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1280,1122.41,invalid_card,card,ICICI,0,0.355,0.3327,373.4,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_1281,2590.42,card_blocked,card,AXIS,2,0.403,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1282,2351.49,insufficient_funds,upi,SBI,1,0.115,0.3699,869.86,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_1283,1658.56,insufficient_funds,wallet,AXIS,2,0.056,0.2103,348.74,True,False,stop,Maximum retry count reached,True,False,0.0
test_1284,3717.26,expired_card,netbanking,ICICI,0,0.175,0.5494,2042.16,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_1285,1946.91,network_error,netbanking,AXIS,1,0.047,0.5395,1050.27,True,True,retry,Action satisfies recovery policy,True,True,1946.91
test_1286,2184.6,bank_timeout,upi,ICICI,1,0.126,0.3643,795.89,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_1287,1244.25,card_blocked,upi,ICICI,1,0.202,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1288,5839.62,insufficient_funds,card,KOTAK,0,0.342,0.3161,1845.92,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_1289,3334.38,insufficient_funds,upi,AXIS,0,0.261,0.3844,1281.69,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_1290,3279.92,insufficient_funds,card,SBI,0,0.197,0.5133,1683.57,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_1291,979.19,network_error,netbanking,AXIS,0,0.115,0.6664,652.55,True,True,retry,Action satisfies recovery policy,True,True,979.19
test_1292,1749.03,insufficient_funds,netbanking,ICICI,0,0.203,0.5093,890.82,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_1293,1282.04,bank_timeout,card,SBI,2,0.236,0.3,384.55,True,False,stop,Maximum retry count reached,False,False,0.0
test_1294,1064.13,network_error,upi,ICICI,1,0.238,0.5719,608.54,True,True,retry,Action satisfies recovery policy,True,True,1064.13
test_1295,1284.19,insufficient_funds,wallet,SBI,0,0.183,0.4591,589.55,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_1296,560.57,gateway_timeout,card,ICICI,1,0.399,0.5844,327.62,True,True,retry,Action satisfies recovery policy,True,True,560.57
test_1297,797.21,bank_timeout,card,ICICI,1,0.089,0.6253,498.53,True,True,retry,Action satisfies recovery policy,True,True,797.21
test_1298,2321.8,expired_card,card,HDFC,1,0.416,0.3383,785.38,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_1299,1110.6,account_closed,upi,AXIS,0,0.27,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1300,5023.11,insufficient_funds,card,KOTAK,0,0.113,0.5233,2628.56,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_1301,704.04,card_blocked,card,ICICI,1,0.141,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1302,1100.7,temporary_bank_failure,netbanking,SBI,0,0.23,0.726,799.1,True,True,retry,Action satisfies recovery policy,True,True,1100.7
test_1303,1384.73,expired_card,upi,ICICI,0,0.138,0.4279,592.49,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_1304,440.43,insufficient_funds,netbanking,AXIS,0,0.133,0.5214,229.62,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_1305,1501.24,network_error,upi,AXIS,2,0.276,0.3466,520.38,True,False,stop,Maximum retry count reached,False,False,0.0
test_1306,5111.68,card_blocked,card,SBI,1,0.187,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1307,638.32,bank_timeout,upi,KOTAK,2,0.477,0.327,208.7,True,False,stop,Maximum retry count reached,True,False,0.0
test_1308,3103.42,account_closed,netbanking,SBI,0,0.062,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1309,2329.34,expired_card,upi,ICICI,2,0.148,0.1573,366.44,True,False,stop,Maximum retry count reached,False,False,0.0
test_1310,248.37,network_error,netbanking,KOTAK,0,0.209,0.6599,163.9,True,True,retry,Action satisfies recovery policy,True,True,248.37
test_1311,3086.13,gateway_timeout,netbanking,KOTAK,1,0.461,0.5813,1793.92,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_1312,3393.05,card_blocked,card,HDFC,1,0.128,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1313,1276.91,account_closed,upi,SBI,1,0.245,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1314,1893.61,insufficient_funds,upi,AXIS,0,0.256,0.447,846.47,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_1315,693.46,card_blocked,netbanking,ICICI,2,0.154,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1316,5491.89,card_blocked,card,KOTAK,2,0.257,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1317,1053.1,invalid_card,card,KOTAK,1,0.103,0.3506,369.22,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_1318,3250.67,bank_timeout,wallet,KOTAK,2,0.268,0.3867,1257.05,True,False,stop,Maximum retry count reached,True,False,0.0
test_1319,1892.72,gateway_timeout,netbanking,SBI,2,0.539,0.4154,786.2,True,False,stop,Maximum retry count reached,True,False,0.0
test_1320,1998.3,network_error,card,SBI,0,0.268,0.5259,1050.85,True,True,retry,Action satisfies recovery policy,True,True,1998.3
test_1321,755.2,invalid_card,card,ICICI,2,0.059,0.205,154.79,True,False,stop,Maximum retry count reached,False,False,0.0
test_1322,2267.33,expired_card,card,HDFC,2,0.086,0.2929,664.13,True,False,stop,Maximum retry count reached,False,False,0.0
test_1323,1675.82,invalid_card,upi,HDFC,1,0.292,0.3112,521.44,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_1324,1172.18,account_closed,wallet,KOTAK,2,0.172,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1325,3849.84,temporary_bank_failure,card,SBI,1,0.295,0.564,2171.48,True,True,retry,Action satisfies recovery policy,True,True,3849.84
test_1326,529.09,account_closed,card,KOTAK,0,0.188,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1327,4582.45,expired_card,card,HDFC,0,0.218,0.3763,1724.29,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_1328,1066.93,temporary_bank_failure,card,SBI,2,0.126,0.3527,376.27,True,False,stop,Maximum retry count reached,False,False,0.0
test_1329,3170.21,insufficient_funds,card,SBI,0,0.095,0.3968,1258.0,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_1330,794.18,invalid_card,card,HDFC,2,0.188,0.1885,149.67,True,False,stop,Maximum retry count reached,False,False,0.0
test_1331,1930.3,insufficient_funds,card,SBI,1,0.091,0.4088,789.16,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_1332,1865.13,temporary_bank_failure,card,AXIS,1,0.242,0.5658,1055.33,True,True,retry,Action satisfies recovery policy,True,True,1865.13
test_1333,5059.75,bank_timeout,card,KOTAK,0,0.129,0.7202,3643.88,True,False,request_approval,High-value transaction requires merchant approval,False,False,0.0
test_1334,2391.55,card_blocked,card,ICICI,0,0.285,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_1335,1897.16,gateway_timeout,card,HDFC,0,0.038,0.8018,1521.12,True,True,retry,Action satisfies recovery policy,True,True,1897.16
